DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
28-Aug-2025,EQ,"315.60","315.60","310.00","312.10","311.65","310.70","311.58","376.00","234.01",8888325,"2,76,94,19,848.05",83434
26-Aug-2025,EQ,"317.30","318.30","311.05","315.80","312.90","312.10","313.30","376.00","234.01",10819770,"3,38,98,27,106.95",74568
25-Aug-2025,EQ,"318.95","318.95","314.50","316.45","316.00","315.80","316.02","376.00","234.01",2841339,"89,79,30,558.05",56935
22-Aug-2025,EQ,"320.20","320.35","314.70","319.95","317.00","316.45","316.78","376.00","234.01",3007303,"95,26,39,469.05",56242
21-Aug-2025,EQ,"321.05","323.80","318.75","319.95","320.20","319.95","321.20","376.00","234.01",3790333,"1,21,74,36,431.35",35773
20-Aug-2025,EQ,"320.00","322.50","319.00","321.45","319.80","319.95","320.75","376.00","234.01",3670375,"1,17,72,87,430.95",76671
19-Aug-2025,EQ,"315.20","322.20","312.70","314.00","321.90","321.45","317.63","376.00","234.01",4343312,"1,37,95,52,014.60",41057
18-Aug-2025,EQ,"321.00","321.05","312.45","318.05","314.10","314.00","314.41","376.00","234.01",8091527,"2,54,40,81,029.25",73633
14-Aug-2025,EQ,"327.00","331.40","317.15","322.50","318.40","318.05","321.20","376.00","234.01",10549386,"3,38,84,51,231.25",97619
13-Aug-2025,EQ,"325.00","326.30","321.05","323.70","323.70","322.50","322.90","376.00","234.01",2707971,"87,44,15,255.00",41778
12-Aug-2025,EQ,"321.00","326.50","320.70","320.95","323.75","323.70","324.08","376.00","234.01",4392686,"1,42,36,03,474.15",45382
11-Aug-2025,EQ,"322.25","330.00","317.20","319.45","320.20","320.95","320.62","376.00","234.01",7957794,"2,55,14,19,206.00",84374
08-Aug-2025,EQ,"310.50","321.25","308.60","310.35","319.80","319.45","318.23","376.00","234.01",10028343,"3,19,13,20,573.40",120108
07-Aug-2025,EQ,"313.30","314.05","307.15","315.75","310.10","310.35","309.98","376.00","234.01",5018154,"1,55,55,13,929.65",78892
06-Aug-2025,EQ,"315.50","318.15","314.40","315.10","316.00","315.75","316.30","376.00","234.01",3601019,"1,13,90,04,648.85",63268
05-Aug-2025,EQ,"317.00","318.00","309.55","317.85","314.90","315.10","314.23","376.00","234.01",6730701,"2,11,49,58,941.60",153541
04-Aug-2025,EQ,"320.15","320.75","314.90","317.85","318.05","317.85","316.78","376.00","234.01",3536322,"1,12,02,20,965.50",56099
01-Aug-2025,EQ,"329.00","329.30","316.55","329.30","317.20","317.85","320.98","376.00","234.01",4105518,"1,31,77,73,998.90",61363
31-Jul-2025,EQ,"330.00","331.25","323.10","337.05","327.15","329.30","328.12","376.00","234.01",6867024,"2,25,31,97,152.95",82917
30-Jul-2025,EQ,"334.00","343.55","330.00","334.95","336.55","337.05","338.32","376.00","234.01",11366010,"3,84,53,31,098.75",81018
29-Jul-2025,EQ,"336.00","337.30","333.20","333.40","335.05","334.95","335.20","376.00","234.01",7809814,"2,61,78,59,351.15",71929
28-Jul-2025,EQ,"332.35","338.35","331.00","332.90","333.65","333.40","334.62","376.00","234.01",5630809,"1,88,41,54,243.45",72927
25-Jul-2025,EQ,"340.10","341.40","331.05","341.40","333.60","332.90","334.84","376.00","234.01",3514659,"1,17,68,35,450.85",51437
24-Jul-2025,EQ,"344.45","344.90","339.70","344.45","341.50","341.40","341.55","376.00","234.01",3270996,"1,11,72,02,155.70",46555
23-Jul-2025,EQ,"341.85","345.00","336.80","340.35","344.50","344.45","340.57","376.00","234.01",5089227,"1,73,32,57,052.05",56302
22-Jul-2025,EQ,"342.60","344.35","339.95","342.60","340.65","340.35","341.16","376.00","234.01",4447293,"1,51,72,25,152.85",47308
21-Jul-2025,EQ,"343.50","344.70","339.45","343.50","342.85","342.60","342.34","376.00","234.01",5051058,"1,72,91,64,646.55",49785
18-Jul-2025,EQ,"347.50","351.45","342.10","346.75","343.20","343.50","346.10","376.00","234.01",5631392,"1,94,90,15,032.25",64410
17-Jul-2025,EQ,"349.60","349.90","344.25","347.85","347.15","346.75","346.45","376.00","234.01",4026086,"1,39,48,42,311.45",43302
16-Jul-2025,EQ,"350.05","351.70","347.40","348.05","348.50","347.85","349.07","376.00","234.01",8426412,"2,94,14,12,049.80",95015
15-Jul-2025,EQ,"347.65","350.50","346.15","344.40","349.00","348.05","348.24","376.00","234.01",6270256,"2,18,35,74,508.30",62125
